trip_id,pickup_datetime,pickup_zone,vehicle_type,passenger_count,trip_distance_km,trip_duration_min,payment_method,fare_amount
TRP100519,2024-11-20 13:27:31,Airport,SUV,1,2.06,7.8,UPI,202.36
TRP110687,2025-02-14 06:03:35,Business District,Auto,2,5.46,18.8,Cash,98.27
TRP109634,2025-01-25 03:29:26,Business District,Mini,3,3.49,11.2,UPI,178.77
TRP104471,2025-04-09 09:34:27,Airport,Auto,4,2.99,19.1,UPI,140.99
TRP108845,2024-10-23 17:17:48,Business District,Auto,3,3.48,10.6,UPI,52.53
TRP104348,2024-11-04 22:06:54,Residential,Sedan,4,3.85,15.6,UPI,139.5
TRP110822,2025-02-01 02:39:04,Residential,Sedan,0,0.95,5.1,Wallet,178.14
TRP109690,2024-03-15 14:03:50,Residential,Mini,2,8.37,22.1,UPI,179.19
TRP103626,2024-05-09 10:27:41,Residential,Sedan,1,6.7,20.9,UPI,226.79
TRP101789,2025-02-15 09:55:25,Business District,Sedan,2,4.09,26.6,UPI,185.34
TRP109985,2025-05-15 14:01:02,Mall,Auto,3,6.4,26.7,UPI,125.9
TRP102059,2025-05-03 06:49:27,Railway Station,SUV,1,1.51,7.5,UPI,160.27
TRP111053,2025-02-02 11:19:20,Business District,Sedan,3,5.14,18.9,UPI,199.92
TRP108193,2024-10-07 01:20:38,Business District,Sedan,1,6.6,18.5,Card,237.13
TRP104013,2024-06-03 10:03:09,Business District,Auto,1,1.19,5.8,Cash,78.03
TRP106006,2024-02-16 03:02:15,Residential,SUV,1,5.68,10.0,UPI,272.45
TRP101902,2024-05-15 15:07:03,Airport,Mini,3,6.01,22.6,UPI,202.84
TRP106215,2024-01-13 20:48:49,Residential,SUV,1,11.67,52.9,Card,552.38
TRP104686,2025-01-30 03:57:29,Business District,SUV,3,2.36,9.1,Wallet,211.25
TRP108153,2025-05-23 21:25:17,Business District,Sedan,2,3.98,19.0,Cash,171.36
TRP104922,2024-02-19 08:42:26,Railway Station,SUV,2,3.33,15.5,Cash,232.98
TRP111207,2024-09-16 18:32:50,Business District,Sedan,5,5.16,22.1,Cash,194.15
TRP107649,2024-03-11 16:53:02,Business District,Sedan,2,4.43,13.6,UPI,135.5
TRP109090,2025-01-31 05:40:58,Business District,Mini,5,7.04,19.4,UPI,184.14
TRP100075,2024-09-16 17:38:14,Suburb,Sedan,1,6.23,16.1,Cash,227.0
TRP102345,2024-06-27 16:49:41,Residential,Mini,1,9.36,28.2,Wallet,166.3
TRP106447,2025-03-06 09:51:31,Residential,Sedan,4,5.39,17.9,UPI,226.78
TRP108021,2024-10-27 09:55:11,Mall,Auto,2,8.4,40.4,Wallet,174.3
TRP100430,2024-02-16 01:49:18,Business District,Auto,1,2.1,10.8,Card,101.97
TRP104586,2024-06-12 07:44:09,Suburb,Sedan,4,4.21,13.5,UPI,155.58
TRP105483,2024-04-26 08:51:13,Residential,Mini,2,3.45,16.7,Card,122.31
TRP108974,2024-10-13 14:34:44,Airport,Mini,1,2.41,6.9,Cash,184.85
TRP106405,2024-10-13 15:37:19,Airport,Sedan,2,4.53,14.6,UPI,197.79
TRP109800,2025-04-24 14:19:45,Suburb,Sedan,3,5.05,10.9,Wallet,156.17
TRP111787,2024-03-18 15:29:55,Airport,Mini,2,3.19,10.3,Cash,149.72
TRP109839,2024-11-08 10:23:07,Business District,Sedan,1,6.21,32.9,UPI,207.31
TRP109249,2024-09-17 08:44:56,Residential,Sedan,1,1.64,11.8,UPI,109.07
TRP101553,2024-12-04 00:56:11,Business District,Mini,4,2.67,9.3,Card,131.93
TRP105874,2024-05-13 13:35:38,Railway Station,Mini,1,12.36,28.4,UPI,252.22
TRP100240,2024-03-17 13:29:55,Business District,Mini,6,5.16,13.2,UPI,145.9
TRP100783,2024-03-07 13:39:42,Residential,Sedan,2,4.52,12.1,Wallet,154.98
TRP110030,2024-11-24 01:31:48,Mall,Sedan,2,2.36,9.0,UPI,210.33
TRP103066,2025-01-19 22:41:22,Business District,Sedan,1,7.4,19.1,UPI,257.59
TRP111761,2024-07-14 02:48:33,Mall,SUV,2,1.59,7.6,Cash,190.98
TRP100977,2024-11-08 13:29:19,Suburb,SUV,1,2.61,7.9,UPI,115.8
TRP104905,2025-03-11 23:52:09,Railway Station,Sedan,3,5.29,17.8,Card,194.24
TRP106264,2024-01-24 10:55:00,Suburb,Sedan,3,4.38,21.8,Cash,243.33
TRP111569,2025-03-05 07:53:29,Railway Station,Mini,1,12.42,34.8,Card,219.55
TRP105695,2025-01-27 13:14:18,Residential,Sedan,4,2.92,11.9,UPI,113.94
TRP102941,2025-02-20 14:35:49,Residential,Sedan,1,11.96,23.6,UPI,270.44
TRP109746,2024-05-01 03:47:09,Mall,SUV,4,2.23,4.9,UPI,191.35
TRP107868,2024-07-06 02:35:09,Residential,Sedan,2,1.12,5.1,Cash,167.27
TRP107040,2025-04-04 15:10:09,Residential,Auto,3,11.31,35.3,Cash,169.8
TRP106920,2024-07-09 09:48:36,Mall,Sedan,1,1.57,9.5,UPI,111.19
TRP107928,2024-09-28 21:22:00,Mall,SUV,2,5.93,25.8,Wallet,291.4
TRP109726,2024-06-09 04:23:17,Suburb,Sedan,1,1.74,9.7,UPI,155.28
TRP101620,2024-05-24 16:24:17,Railway Station,Mini,1,3.34,11.5,Wallet,85.96
TRP105642,2024-01-30 12:19:39,Mall,Mini,2,13.36,42.8,UPI,242.5
TRP111986,2024-11-13 01:12:00,Railway Station,Sedan,2,11.0,27.0,UPI,282.67
TRP102146,2025-05-26 00:31:29,Residential,Sedan,1,5.48,15.1,Card,206.31
TRP101801,2024-09-05 06:25:09,Business District,Sedan,3,8.3,29.6,UPI,226.05
TRP102095,2025-05-28 02:14:50,Railway Station,Sedan,1,3.77,15.4,UPI,182.33
TRP108876,2024-06-20 19:40:11,Business District,Sedan,2,5.22,17.8,Wallet,202.43
TRP110241,2025-03-11 05:32:52,Mall,Sedan,1,11.5,24.1,UPI,322.02
TRP101357,2024-03-14 08:44:38,Suburb,Sedan,1,4.09,19.8,UPI,201.29
TRP109786,2024-04-30 14:23:46,Residential,Sedan,4,2.48,8.8,UPI,117.06
TRP110270,2024-05-04 03:43:51,Residential,Mini,1,2.59,11.5,UPI,167.16
TRP110079,2024-10-30 07:24:41,Residential,Mini,4,9.62,24.8,UPI,195.66
TRP107001,2024-01-01 08:25:00,Business District,Mini,4,2.84,19.8,Card,119.2
TRP108001,2024-08-13 12:28:21,Railway Station,Mini,4,2.09,6.0,Cash,80.03
TRP103565,2024-08-18 08:56:35,Business District,Mini,1,1.91,14.7,Cash,104.18
TRP111970,2025-06-02 17:15:05,Airport,Sedan,1,4.36,23.2,UPI,236.53
TRP110579,2024-08-02 22:26:21,Residential,Mini,2,2.74,14.8,Card,91.42
TRP107962,2024-05-07 21:17:35,Airport,Sedan,2,2.5,14.5,UPI,175.44
TRP101609,2024-03-09 19:26:57,Mall,Mini,4,2.88,14.7,UPI,148.34
TRP103096,2024-06-20 08:38:53,Business District,Mini,5,3.75,20.5,Card,151.84
TRP108094,2025-01-26 18:22:33,Suburb,SUV,1,3.2,13.5,Cash,234.63
TRP102415,2024-12-04 01:43:56,Airport,Sedan,1,5.49,16.8,UPI,258.17
TRP102017,2025-01-27 21:10:33,Mall,Sedan,2,7.23,32.9,Wallet,222.22
TRP102971,2024-11-22 10:39:33,Residential,Mini,3,1.53,9.4,UPI,140.12
TRP106424,2024-11-18 06:09:17,Railway Station,Mini,2,3.41,6.3,UPI,115.77
TRP104125,2024-02-19 12:33:21,Residential,SUV,6,9.99,29.6,Card,345.03
TRP105846,2024-02-02 18:07:11,Residential,Mini,1,4.04,19.6,Card,165.96
TRP105375,2024-09-22 08:06:27,Mall,Auto,4,4.66,23.3,Card,122.17
TRP111818,2024-10-15 20:09:17,Residential,Mini,1,5.44,22.1,Wallet,189.55
TRP111559,2024-03-12 04:10:00,Mall,Mini,0,3.15,8.6,UPI,133.82
TRP103246,2024-02-18 14:48:23,Residential,Mini,2,5.98,14.2,UPI,145.12
TRP100124,2025-04-11 20:58:06,Residential,Mini,2,4.77,23.1,UPI,156.82
TRP101106,2024-05-13 06:29:03,Business District,Mini,4,4.85,17.7,Wallet,125.0
TRP111711,2025-05-25 23:57:52,Residential,Sedan,4,3.78,,UPI,209.14
TRP110771,2024-06-06 18:57:12,Business District,Mini,2,3.14,16.0,UPI,110.18
TRP100840,2024-06-06 17:51:20,Airport,Sedan,1,2.27,12.6,Cash,220.94
TRP106394,2024-03-25 05:59:45,Suburb,SUV,1,13.74,29.5,Wallet,457.6
TRP109494,2024-04-17 09:12:02,Residential,Sedan,2,1.14,8.5,Cash,104.63
TRP105649,2024-02-01 01:18:48,Residential,Mini,1,4.79,14.8,Wallet,162.61
TRP111034,2024-08-30 05:50:45,Suburb,Sedan,4,3.58,11.3,Cash,136.14
TRP103341,2024-02-24 00:49:23,Suburb,Mini,6,3.57,13.1,UPI,157.41
TRP100598,2024-12-08 18:56:44,Mall,Mini,1,3.59,17.2,Card,180.08
TRP102123,2025-02-11 01:23:50,Mall,Auto,2,4.09,15.1,UPI,131.29
TRP105512,2025-01-16 08:12:27,Business District,Auto,3,2.9,20.9,Cash,92.51
TRP108913,2025-02-02 14:53:33,Residential,Sedan,1,7.72,19.2,UPI,216.61
TRP109488,2024-12-02 22:51:10,Mall,Mini,3,3.56,15.1,UPI,116.73
TRP108642,2025-03-22 06:01:51,Business District,Sedan,1,5.68,18.8,UPI,183.79
TRP109165,2024-02-08 23:18:30,Airport,Sedan,2,4.84,14.0,Cash,262.24
TRP111652,2025-03-08 08:08:17,Suburb,Sedan,2,4.45,19.7,Card,178.38
TRP105999,2024-12-15 13:06:42,Mall,SUV,1,7.42,20.2,Cash,255.88
TRP102197,2024-11-07 18:05:51,Residential,Sedan,2,2.36,15.5,Cash,190.05
TRP104051,2025-02-21 13:33:19,Mall,Mini,6,2.33,9.6,Wallet,77.28
TRP101216,2024-10-03 21:15:16,Airport,Sedan,2,9.13,40.0,Cash,388.5
TRP103362,2025-03-23 23:54:35,Mall,Sedan,1,2.01,11.7,Cash,210.45
TRP102501,2025-02-15 05:21:57,Residential,Sedan,4,4.23,15.0,UPI,208.59
TRP100725,2024-03-04 22:31:30,Suburb,Mini,2,4.36,10.2,UPI,108.56
TRP107211,2024-05-14 13:49:10,Mall,SUV,1,10.14,24.2,Cash,339.98
TRP100978,2024-07-10 13:47:00,Business District,SUV,1,6.76,15.4,UPI,245.32
TRP100808,2024-08-01 10:42:01,Mall,Sedan,1,2.05,8.5,UPI,82.97
TRP107414,2025-02-04 20:53:31,Suburb,Sedan,2,8.27,37.0,Cash,294.22
TRP101475,2024-06-13 22:20:45,Business District,Sedan,1,2.25,11.2,Wallet,84.17
TRP109056,2024-06-22 03:32:56,Mall,Sedan,1,12.23,31.2,Wallet,451.73
TRP106877,2024-05-24 03:53:51,Airport,Mini,1,9.45,29.3,Card,295.06
TRP108090,2024-05-24 17:34:22,Railway Station,Auto,1,6.37,24.8,Card,150.42
TRP104906,2024-12-07 02:51:48,Mall,Auto,1,6.35,20.8,Cash,146.14
TRP108437,2024-01-08 16:41:46,Airport,Sedan,1,14.19,30.3,UPI,404.64
TRP110884,2024-05-27 17:09:04,Mall,SUV,1,3.03,15.2,UPI,222.6
TRP104930,2025-03-27 18:47:05,Mall,SUV,2,13.53,45.3,Card,550.25
TRP104542,2025-02-15 23:53:20,Business District,Sedan,1,9.6,21.1,UPI,333.34
TRP103962,2024-07-25 11:56:22,Airport,Mini,4,1.85,11.9,Cash,174.59
TRP109359,2024-07-04 10:38:19,Mall,Mini,4,1.76,10.3,Wallet,101.92
TRP102671,2025-04-09 22:10:30,Suburb,Mini,2,2.98,11.9,Cash,84.24
TRP108059,2025-02-25 12:54:44,Business District,Sedan,1,10.22,24.3,UPI,256.84
TRP101235,2024-07-08 04:26:32,Residential,Mini,1,5.39,15.9,UPI,174.25
TRP101225,2025-06-13 12:27:26,Suburb,Mini,1,4.15,15.1,UPI,103.33
TRP101764,2024-11-10 09:05:16,Mall,Mini,1,3.79,21.3,UPI,171.46
TRP108638,2024-01-23 13:46:57,Airport,Sedan,2,5.03,15.1,UPI,236.05
TRP108763,2024-10-06 03:07:10,Residential,Sedan,5,16.0,44.4,UPI,596.95
TRP111911,2024-06-20 04:13:35,Suburb,Sedan,1,1.31,5.8,UPI,127.48
TRP111417,2024-06-23 22:21:18,Mall,Sedan,4,2.38,7.3,Wallet,140.68
TRP106867,2024-11-02 19:40:25,Suburb,Sedan,2,1.7,10.7,Wallet,115.77
TRP103217,2025-06-22 08:33:48,Business District,Auto,3,3.6,17.0,UPI,69.9
TRP105737,2025-02-13 13:37:35,Business District,Auto,2,4.22,15.9,Card,78.32
TRP100287,2024-11-08 03:55:27,Suburb,Mini,1,2.59,9.0,UPI,119.25
TRP109664,2025-03-27 07:04:59,Mall,Sedan,3,4.9,17.8,UPI,164.33
TRP102966,2024-05-04 11:17:22,Suburb,SUV,1,1.51,8.6,UPI,170.82
TRP103164,2024-08-07 07:22:26,Residential,Auto,5,5.45,15.7,UPI,81.69
TRP108479,2024-09-17 01:13:57,Suburb,Sedan,2,5.49,22.3,UPI,213.3
TRP108083,2025-02-13 20:58:58,Airport,Mini,3,1.75,10.2,UPI,152.33
TRP110715,2024-01-18 00:42:15,Residential,Sedan,2,12.13,37.8,UPI,336.1
TRP101657,2025-04-22 03:26:05,Airport,SUV,1,5.39,14.8,UPI,306.27
TRP101975,2025-05-23 18:21:22,Business District,Auto,1,3.7,19.1,Cash,110.15
TRP102397,2024-05-17 13:04:46,Business District,Mini,2,4.99,13.8,Cash,116.09
TRP100452,2024-09-29 13:03:18,Airport,SUV,1,4.1,16.0,Cash,229.27
TRP102710,2024-01-14 02:06:27,Suburb,SUV,1,1.34,9.3,Cash,188.38
TRP111039,2024-09-03 11:57:07,Railway Station,Auto,1,3.77,18.6,Cash,123.93
TRP106866,2024-03-23 11:55:25,Railway Station,Mini,1,3.57,19.1,UPI,159.52
TRP103681,2024-04-27 15:48:40,Residential,Sedan,3,7.85,23.3,Card,211.64
TRP106715,2024-04-05 03:08:37,Mall,Mini,4,7.35,25.7,Cash,225.09
TRP100422,2025-02-22 08:07:45,Railway Station,Mini,2,9.16,44.5,UPI,299.57
TRP108501,2024-10-16 19:01:54,Suburb,Mini,4,1.78,9.6,UPI,108.22
TRP105316,2024-05-03 06:33:29,Residential,Sedan,1,3.5,11.7,UPI,127.43
TRP100657,2024-12-11 13:45:09,Residential,Sedan,1,6.8,14.1,Card,191.7
TRP103301,2024-11-24 08:15:00,Business District,Mini,1,5.7,31.4,UPI,186.76
TRP110254,2024-06-12 14:34:22,Railway Station,Mini,1,3.78,14.2,Cash,105.52
TRP102845,2025-04-15 22:50:44,Business District,Mini,2,3.06,10.5,UPI,120.54
TRP104066,2024-08-18 00:27:17,Residential,Mini,6,1.64,10.0,UPI,134.45
TRP109449,2024-02-02 11:55:55,Suburb,Sedan,4,3.6,15.2,Wallet,178.78
TRP105244,2025-05-23 18:37:31,Railway Station,Mini,1,6.94,28.0,UPI,229.53
TRP101001,2025-02-06 05:47:28,Business District,Auto,2,5.74,22.1,UPI,131.1
TRP104198,2025-01-05 10:24:53,Residential,Mini,1,1.08,9.5,Cash,88.51
TRP102418,2024-08-16 14:04:09,Residential,Sedan,1,3.38,20.8,UPI,155.14
TRP100875,2024-10-02 11:22:26,Business District,Sedan,4,2.29,10.1,UPI,98.95
TRP107745,2024-12-16 10:18:17,Railway Station,Sedan,1,4.82,22.2,UPI,222.47
TRP106726,2024-06-20 19:49:39,Residential,Mini,2,3.5,20.5,Card,122.24
TRP103847,2025-02-08 06:31:04,Residential,SUV,1,7.19,23.6,UPI,251.23
TRP100961,2024-08-11 04:41:37,Mall,Sedan,1,8.82,28.3,Card,343.13
TRP101580,2024-06-10 20:35:16,Residential,Sedan,2,3.98,24.5,UPI,207.83
TRP107316,2024-04-26 02:53:21,Business District,Mini,1,2.62,8.0,UPI,127.83
TRP107403,2024-10-20 22:40:47,Suburb,Sedan,2,5.99,15.4,Cash,245.28
TRP102206,2025-04-03 04:32:03,Business District,Auto,1,11.72,30.4,Card,174.58
TRP104266,2024-10-02 07:17:25,Business District,Sedan,1,5.92,18.5,UPI,146.06
TRP108424,2024-02-16 22:13:05,Mall,Auto,1,2.04,14.5,UPI,47.18
TRP111961,2024-12-07 00:11:05,Mall,Sedan,1,10.92,25.8,Cash,443.08
TRP104231,2024-05-24 10:58:52,Suburb,Mini,3,4.48,20.3,UPI,143.0
TRP100757,2024-07-28 07:01:22,Residential,Mini,2,2.17,9.2,Card,68.31
TRP104866,2025-01-15 17:04:26,Railway Station,Mini,2,1.16,15.8,Cash,124.98
TRP105406,2025-01-22 10:03:11,Residential,Sedan,1,6.47,28.5,Wallet,235.99
TRP105313,2024-10-20 09:15:54,Business District,Sedan,1,6.3,26.0,Card,249.6
TRP102284,2025-03-30 08:06:05,Business District,Sedan,1,5.61,30.4,Card,249.3
TRP110283,2024-06-24 23:52:39,Residential,Sedan,1,5.4,13.5,Card,219.22
TRP106956,2024-06-03 20:05:20,Residential,Sedan,1,1.62,9.8,Card,101.5
TRP105507,2024-08-09 13:07:10,Business District,Mini,2,2.39,9.7,Card,70.01
TRP105309,2024-04-23 22:43:12,Residential,Sedan,2,7.09,22.4,UPI,186.28
TRP109043,2024-01-17 15:14:42,Mall,SUV,2,1.8,12.4,UPI,129.1
TRP104827,2024-07-09 06:27:20,Residential,Sedan,2,2.92,11.8,UPI,136.59
TRP107826,2024-06-15 11:33:29,Business District,Sedan,1,4.11,20.4,UPI,188.2
TRP107388,2024-06-12 11:29:17,Airport,SUV,1,2.8,15.2,UPI,261.56
TRP100807,2024-03-01 09:09:01,Business District,SUV,3,5.87,24.8,UPI,251.89
TRP103907,2024-04-17 02:55:38,Railway Station,SUV,2,8.88,24.5,UPI,334.92
TRP106141,2024-02-07 18:07:05,Suburb,Mini,4,2.66,11.7,Cash,117.17
TRP107536,2025-05-28 04:05:01,Residential,Sedan,2,1.42,4.3,Card,139.52
TRP109587,2024-08-31 19:46:41,Mall,Mini,2,12.13,67.8,Cash,316.52
TRP101956,2024-10-17 09:50:07,Business District,Sedan,4,4.31,18.7,Wallet,143.79
TRP102445,2025-02-26 08:29:04,Railway Station,Sedan,2,4.29,12.1,Cash,167.29
TRP108395,2024-04-21 22:58:58,Airport,Auto,3,2.56,9.0,UPI,125.42
TRP109844,2024-07-05 09:05:38,Airport,Mini,2,8.94,34.8,Cash,320.84
TRP109493,2025-05-17 09:16:43,Residential,SUV,1,3.03,18.6,Card,217.34
TRP109841,2024-12-26 22:24:35,Business District,Mini,2,6.47,21.2,UPI,124.95
TRP102402,2024-10-27 19:06:30,Mall,Sedan,3,9.77,40.6,Wallet,370.33
TRP109473,2024-11-17 11:39:46,Mall,Mini,1,3.43,10.6,UPI,119.2
TRP101073,2024-10-13 16:45:25,Suburb,Sedan,4,3.04,4.4,UPI,138.32
TRP110416,2024-05-13 19:47:38,Railway Station,Sedan,2,3.92,22.5,Card,217.41
TRP103398,2025-01-29 02:56:35,Railway Station,Sedan,1,10.26,31.4,Cash,274.84
TRP104240,2025-03-26 04:31:32,Business District,Sedan,1,5.12,12.0,Cash,166.71
TRP106524,2024-09-17 11:41:37,Airport,Sedan,1,12.97,51.9,UPI,473.94
TRP105436,2024-10-30 20:11:37,Residential,Mini,1,6.99,33.7,Cash,180.88
TRP107662,2024-09-13 17:16:06,Suburb,Mini,2,4.06,21.6,UPI,110.19
TRP110252,2025-06-17 05:06:15,Mall,Sedan,2,3.86,12.2,Cash,184.6
TRP102091,2025-03-15 12:48:04,Airport,Sedan,2,1.52,10.8,UPI,174.27
TRP104527,2024-01-17 11:06:41,Business District,Auto,2,3.77,17.1,UPI,75.34
TRP107189,2025-04-19 17:21:58,Mall,SUV,2,3.55,18.7,UPI,256.84
TRP101698,2024-07-15 08:51:29,Airport,Mini,2,2.58,8.6,UPI,155.1
TRP111709,2024-08-31 14:17:07,Residential,SUV,2,3.67,10.8,Cash,212.2
TRP110114,2024-04-02 01:34:48,Railway Station,Sedan,1,3.53,9.6,UPI,164.64
TRP109399,2025-04-24 17:45:56,Business District,Sedan,1,4.33,21.6,UPI,247.78
TRP106912,2024-01-17 19:31:36,Business District,Sedan,1,2.95,20.8,UPI,161.09
TRP109039,2025-05-21 06:41:50,Business District,Mini,2,4.03,10.2,UPI,110.02
TRP101003,2025-04-28 23:25:24,Mall,SUV,3,4.67,12.2,UPI,216.09
TRP110658,2024-05-14 17:29:32,Residential,Mini,5,6.38,41.1,UPI,208.46
TRP110961,2024-01-17 17:41:19,Mall,Sedan,6,5.85,21.5,Cash,217.35
TRP110036,2025-04-03 14:29:46,Mall,Mini,4,4.93,13.8,Cash,142.5
TRP107775,2024-10-06 15:07:13,Business District,Mini,2,2.78,10.6,Wallet,66.31
TRP104651,2024-03-07 18:48:39,Suburb,Sedan,1,1.22,7.8,UPI,106.95
TRP110083,2024-03-23 11:11:50,Suburb,Sedan,1,3.78,19.9,Cash,216.59
TRP107784,2025-05-19 20:12:34,Residential,Sedan,1,1.67,11.1,Cash,159.54
TRP106156,2024-05-25 22:41:41,Business District,Mini,1,4.93,10.8,UPI,137.82
TRP101485,2025-04-16 01:40:00,Residential,Mini,1,6.26,19.6,UPI,183.65
TRP111124,2024-05-14 22:15:04,Railway Station,Auto,1,1.54,3.4,UPI,60.47
TRP105368,2025-02-07 14:06:50,Railway Station,Mini,0,1.04,3.0,Cash,53.04
TRP101411,2024-11-02 13:45:25,Airport,SUV,3,2.96,11.8,UPI,230.65
TRP106289,2024-01-19 11:50:17,Mall,Sedan,2,3.16,14.1,Cash,195.4
TRP111373,2024-05-17 13:26:49,Business District,SUV,5,3.02,9.2,Card,198.68
TRP110944,2024-03-11 01:07:50,Mall,Mini,3,3.45,12.2,Cash,161.9
TRP107862,2024-01-20 16:04:13,Business District,SUV,1,13.53,32.7,UPI,414.77
TRP100709,2024-09-11 10:16:09,Suburb,Mini,3,2.09,11.2,Wallet,116.26
TRP107203,2024-04-30 03:30:47,Mall,Mini,1,4.1,15.6,Cash,165.19
TRP103603,2025-05-19 21:48:51,Business District,Auto,4,1.78,13.1,Cash,60.88
TRP100985,2024-12-22 05:28:57,Railway Station,Sedan,2,9.38,28.3,Cash,268.83
TRP103076,2025-03-21 00:43:04,Suburb,Mini,2,0.89,3.0,Cash,77.83
TRP106169,2025-05-22 17:19:53,Business District,Sedan,3,6.48,23.9,Cash,216.01
TRP109251,2024-04-07 09:07:15,Residential,Sedan,1,4.74,26.2,Wallet,246.43
TRP108419,2024-09-02 08:20:02,Business District,Mini,1,1.99,8.6,Card,86.46
TRP106713,2024-11-04 01:41:25,Suburb,Mini,2,3.6,11.5,Cash,130.33
TRP105077,2024-06-21 16:10:33,Business District,Sedan,1,17.46,37.6,Cash,360.42
TRP104101,2024-01-09 20:41:02,Railway Station,Sedan,2,3.67,15.4,UPI,152.48
TRP108687,2025-02-22 06:06:06,Mall,Sedan,1,5.27,12.7,Cash,140.01
TRP102722,2024-07-24 16:43:20,Suburb,SUV,2,6.18,15.9,UPI,221.57
TRP111286,2024-11-12 21:39:04,Residential,Sedan,1,3.1,15.0,Cash,169.81
TRP101268,2025-06-04 10:07:02,Airport,Sedan,1,3.79,20.3,Cash,268.6
TRP102462,2024-11-15 19:56:50,Mall,Sedan,4,3.72,17.5,Card,192.86
TRP111710,2024-10-29 17:30:40,Business District,Mini,3,5.31,23.6,UPI,209.89
TRP100268,2024-11-30 09:34:11,Business District,Sedan,1,7.41,29.1,Card,279.93
TRP103580,2025-02-21 16:52:47,Mall,Mini,1,9.59,33.4,UPI,172.58
TRP104750,2025-04-21 04:03:17,Business District,Mini,4,5.83,17.9,UPI,146.59
TRP107836,2024-04-28 22:32:23,Residential,Auto,1,1.76,9.2,UPI,79.91
TRP107224,2025-05-15 08:54:30,Residential,Sedan,4,1.57,8.1,UPI,129.32
TRP108178,2025-02-21 14:06:31,Residential,Sedan,1,5.76,22.4,Cash,195.68
TRP109596,2024-04-23 23:09:25,Suburb,SUV,2,2.9,10.0,UPI,212.47
TRP108879,2025-01-03 19:33:23,Airport,SUV,1,2.07,11.3,Card,250.81
TRP102821,2024-03-10 07:36:45,Residential,SUV,2,4.92,15.8,UPI,226.78
TRP111161,2025-02-07 11:38:54,Residential,Mini,3,2.67,16.6,Cash,141.24
TRP100589,2025-04-05 14:12:22,Business District,Sedan,1,5.24,14.8,Cash,150.84
TRP108446,2025-01-24 09:43:38,Railway Station,Mini,1,3.74,20.7,UPI,151.19
TRP110828,2025-06-08 03:05:07,Railway Station,Mini,6,2.77,9.3,UPI,168.44
TRP108198,2024-12-25 16:22:40,Residential,Sedan,3,9.52,29.3,Card,228.3
TRP100656,2025-02-22 09:22:45,Residential,Mini,2,8.25,32.1,UPI,211.49
TRP109785,2024-02-01 07:39:07,Residential,Mini,1,2.17,11.6,UPI,60.08
TRP109545,2024-09-23 22:57:59,Residential,Mini,5,2.99,8.3,Cash,43.72
TRP102037,2025-06-23 10:22:21,Suburb,SUV,2,7.2,24.3,Card,325.82
TRP111860,2024-05-16 03:17:43,Mall,Sedan,1,4.22,19.7,UPI,185.99
TRP108730,2024-08-27 18:22:16,Suburb,Sedan,3,4.89,28.5,Cash,242.31
TRP103758,2024-11-02 04:25:36,Residential,Mini,4,4.41,14.5,Cash,192.62
TRP106845,2024-07-07 20:05:58,Business District,Mini,2,2.8,12.6,UPI,140.53
TRP106151,2024-01-04 21:03:47,Suburb,SUV,1,3.94,19.0,Card,241.87
TRP107682,2024-11-28 00:55:16,Railway Station,Sedan,5,5.33,13.6,UPI,165.97
TRP102028,2024-07-06 02:55:10,Residential,Sedan,1,3.35,12.3,UPI,223.61
TRP109023,2024-05-04 23:25:28,Residential,SUV,1,4.94,14.9,UPI,334.06
TRP100677,2024-02-16 03:11:56,Business District,Auto,3,6.38,19.9,UPI,123.81
TRP108298,2024-06-29 03:29:40,Railway Station,Mini,1,5.71,11.9,Wallet,207.14
TRP101232,2025-06-13 19:31:19,Residential,Sedan,6,1.89,12.5,Card,130.8
TRP105454,2024-08-02 19:51:41,Mall,Sedan,1,3.49,12.5,Cash,169.73
TRP107759,2024-09-12 07:24:58,Suburb,Mini,2,7.46,15.9,UPI,157.52
TRP109410,2024-04-01 09:02:58,Suburb,Auto,1,6.38,28.9,Wallet,150.66
TRP107635,2024-12-11 13:17:42,Business District,Mini,4,5.75,12.0,UPI,124.11
TRP108426,2024-02-15 02:23:46,Mall,Mini,2,5.02,14.7,UPI,147.73
TRP104856,2025-02-17 12:18:25,Residential,SUV,4,6.96,25.9,UPI,253.58
TRP107974,2025-06-27 23:03:26,Mall,Sedan,1,3.57,12.0,UPI,179.62
TRP102432,2024-06-20 20:28:44,Residential,Mini,1,4.07,22.0,UPI,137.49
TRP108671,2024-10-06 03:41:06,Business District,Auto,1,2.81,9.9,UPI,142.77
TRP108574,2024-04-17 15:03:02,Business District,Sedan,3,4.63,19.2,UPI,151.13
TRP104647,2024-08-04 23:17:04,Residential,Mini,1,5.79,20.0,Card,237.07
TRP109570,2024-03-15 17:02:37,Residential,SUV,2,3.55,17.3,UPI,248.94
TRP107391,2024-09-20 22:51:21,Airport,SUV,1,2.22,9.7,Card,228.24
TRP100896,2024-10-05 02:02:31,Residential,Sedan,4,7.37,14.3,Cash,246.96
TRP101611,2024-03-19 11:17:21,Residential,Mini,1,6.32,24.5,UPI,183.09
TRP101587,2024-02-12 15:31:56,Business District,Sedan,2,2.15,11.0,UPI,86.39
TRP106686,2024-10-01 15:14:59,Business District,Sedan,2,2.7,11.9,Cash,129.33
TRP111770,2025-04-05 03:33:25,Business District,SUV,1,16.59,35.8,Card,662.95
